,image,x,y,w,h,label
1721,ball1724.jpg,330,158,44,100,7
1722,ball1725.jpg,331,152,41,104,7
1723,ball1726.jpg,329,151,42,100,7
1724,ball1727.jpg,329,148,38,97,7
1725,ball1728.jpg,323,147,45,96,7
1726,ball1729.jpg,326,140,42,105,7
1727,ball1730.jpg,323,139,50,103,7
1728,ball1731.jpg,325,135,48,107,7
1729,ball1732.jpg,330,139,44,96,7
1730,ball1733.jpg,325,141,40,95,7
1731,ball1734.jpg,324,137,41,99,7
1732,ball1735.jpg,321,138,44,100,7
1733,ball1736.jpg,326,141,39,97,7
1734,ball1737.jpg,326,144,37,96,7
1735,ball1738.jpg,325,144,40,94,7
1736,ball1739.jpg,327,152,40,93,7
1737,ball1740.jpg,325,149,38,99,7
1738,ball1741.jpg,326,154,37,95,7
1739,ball1742.jpg,325,158,40,94,7
1740,ball1743.jpg,327,156,37,95,7
1741,ball1744.jpg,319,159,48,94,7
1742,ball1745.jpg,324,157,44,89,7
1743,ball1746.jpg,326,157,41,100,7
1744,ball1747.jpg,333,161,35,95,7
1745,ball1748.jpg,329,160,42,95,7
1746,ball1749.jpg,328,157,41,98,7
1747,ball1750.jpg,329,162,41,97,7
1748,ball1751.jpg,328,165,44,98,7
1749,ball1752.jpg,329,166,45,96,7
1750,ball1753.jpg,325,165,44,92,7
1751,ball1754.jpg,323,168,39,93,7
1752,ball1755.jpg,326,169,43,93,7
1753,ball1756.jpg,330,173,35,91,7
1754,ball1757.jpg,330,176,40,93,7
1755,ball1758.jpg,327,179,41,86,7
1756,ball1759.jpg,333,181,38,86,7
1757,ball1760.jpg,332,183,39,88,7
1758,ball1761.jpg,332,183,38,91,7
1759,ball1762.jpg,335,186,41,104,7
1760,ball1763.jpg,334,191,43,97,7
1761,ball1764.jpg,332,195,43,98,7
1762,ball1765.jpg,339,200,35,95,7
1763,ball1766.jpg,339,207,38,89,7
1764,ball1767.jpg,342,210,34,91,7
1765,ball1768.jpg,338,205,40,101,7
1766,ball1769.jpg,341,207,41,100,7
1767,ball1770.jpg,340,210,37,96,7
1768,ball1771.jpg,338,209,38,101,7
1769,ball1772.jpg,340,209,40,103,7
1770,ball1773.jpg,338,216,44,96,7
1771,ball1774.jpg,338,214,44,98,7
1772,ball1775.jpg,340,216,40,100,7
1773,ball1776.jpg,344,216,38,99,7
1774,ball1777.jpg,339,216,41,98,7
1775,ball1778.jpg,336,213,43,101,7
1776,ball1779.jpg,337,211,42,96,7
1777,ball1780.jpg,335,210,44,103,7
1778,ball1781.jpg,339,208,41,103,7
1779,ball1782.jpg,339,211,38,104,7
1780,ball1783.jpg,339,212,41,96,7
1781,ball1784.jpg,337,211,41,96,7
1782,ball1785.jpg,346,208,37,105,7
1783,ball1786.jpg,336,204,49,108,7
1784,ball1787.jpg,344,211,41,98,7
1785,ball1788.jpg,341,208,48,105,7
1786,ball1789.jpg,344,209,39,100,7
1787,ball1790.jpg,340,209,43,98,7
1788,ball1791.jpg,341,205,38,104,7
1789,ball1792.jpg,345,210,32,98,7
1790,ball1793.jpg,346,208,36,101,7
1791,ball1794.jpg,341,204,43,104,7
1792,ball1795.jpg,344,208,34,97,7
1793,ball1796.jpg,345,205,41,102,7
1794,ball1797.jpg,342,203,40,103,7
1795,ball1798.jpg,344,207,40,98,7
1796,ball1799.jpg,342,207,38,97,7
1797,ball1800.jpg,344,207,38,98,7
1798,ball1801.jpg,342,207,35,98,7
1799,ball1802.jpg,342,207,42,106,7
1800,ball1803.jpg,340,207,43,104,7
1801,ball1804.jpg,344,200,31,112,7
1802,ball1806.jpg,339,207,42,102,7
1803,ball1807.jpg,338,205,42,107,7
1804,ball1808.jpg,341,213,39,97,7
1805,ball1809.jpg,336,208,41,93,7
1806,ball1810.jpg,339,209,39,97,7
1807,ball1811.jpg,339,209,41,95,7
1808,ball1812.jpg,343,207,33,90,7
1809,ball1813.jpg,334,208,45,94,7
1810,ball1814.jpg,339,205,32,98,7
1811,ball1815.jpg,334,205,42,104,7
1812,ball1816.jpg,333,207,42,100,7
1813,ball1817.jpg,336,207,36,96,7
1814,ball1818.jpg,340,209,35,93,7
1815,ball1819.jpg,340,206,38,101,7
1816,ball1820.jpg,329,203,43,110,7
1817,ball1821.jpg,343,217,24,90,7
1818,ball1822.jpg,330,207,43,101,7
1819,ball1823.jpg,334,207,38,108,7
1820,ball1824.jpg,332,207,34,99,7
1821,ball1825.jpg,334,205,32,95,7
1822,ball1826.jpg,325,201,42,104,7
1823,ball1827.jpg,322,200,44,102,7
1824,ball1828.jpg,317,195,47,100,7
1825,ball1829.jpg,313,198,48,99,7
1826,ball1830.jpg,303,195,60,107,7
1827,cup0000.jpg,124.67,92.308,46.73,58.572,8
1828,cup0001.jpg,124.22,92.08,46.72,59.26,8
1829,cup0002.jpg,123.76,92.08,46.72,59.26,8
1830,cup0003.jpg,123.99,92.308,46.49,59.032,8
1831,cup0004.jpg,123.76,92.08,46.5,59.49,8
1832,cup0005.jpg,123.99,92.308,46.04,59.262,8
1833,cup0006.jpg,123.76,92.764,46.5,58.576,8
1834,cup0007.jpg,123.53,93.447,46.5,57.893,8
1835,cup0008.jpg,123.3,93.903,46.27,57.887,8
1836,cup0009.jpg,122.85,94.359,46.72,57.891,8
1837,cup0010.jpg,122.39,95.726,46.04,58.574,8
1838,cup0011.jpg,122.17,96.41,46.26,58.8,8
1839,cup0012.jpg,121.48,97.778,45.81,57.432,8
1840,cup0013.jpg,120.34,97.55,46.73,58.12,8
1841,cup0014.jpg,119.66,97.55,46.49,57.66,8
1842,cup0015.jpg,119.43,97.778,45.81,58.802,8
1843,cup0016.jpg,117.83,98.461,46.96,58.119,8
1844,cup0017.jpg,117.15,98.234,46.5,58.576,8
1845,cup0018.jpg,116.24,98.234,46.04,58.576,8
1846,cup0019.jpg,116.24,98.234,46.04,57.896,8
1847,cup0020.jpg,116.92,98.006,45.82,56.754,8
1848,cup0021.jpg,117.83,97.094,45.59,56.756,8
1849,cup0022.jpg,118.29,95.954,46.27,57.436,8
1850,cup0023.jpg,119.2,94.587,46.27,57.663,8
1851,cup0024.jpg,121.03,94.131,45.58,57.209,8
1852,cup0025.jpg,122.62,94.131,46.04,56.529,8
1853,cup0026.jpg,123.76,92.991,46.5,57.209,8
1854,cup0027.jpg,126.04,92.764,45.58,56.066,8
1855,cup0028.jpg,127.64,92.08,45.35,56.3,8
1856,cup0029.jpg,128.78,91.396,44.9,55.844,8
1857,cup0030.jpg,128.78,90.712,44.9,55.608,8
1858,cup0031.jpg,128.55,88.889,44.9,56.071,8
1859,cup0032.jpg,128.09,87.521,44.67,56.069,8
1860,cup0033.jpg,126.5,85.926,44.9,56.064,8
1861,cup0034.jpg,124.9,85.014,44.44,55.386,8
1862,cup0035.jpg,123.3,84.102,44.22,55.158,8
1863,cup0036.jpg,122.39,82.507,44.22,55.613,8
1864,cup0037.jpg,120.57,82.963,44.9,54.017,8
1865,cup0038.jpg,120.11,82.963,43.99,54.697,8
1866,cup0039.jpg,118.97,83.875,43.77,54.925,8
1867,cup0040.jpg,118.06,85.014,43.99,55.616,8
1868,cup0041.jpg,117.61,87.521,43.53,55.159,8
1869,cup0042.jpg,118.06,89.801,43.08,55.839,8
1870,cup0043.jpg,118.06,92.764,42.62,54.926,8
1871,cup0044.jpg,118.06,95.043,41.94,54.697,8
1872,cup0045.jpg,118.29,96.41,42.39,55.38,8
1873,cup0046.jpg,119.43,97.094,42.39,54.926,8
1874,cup0047.jpg,120.11,97.778,42.4,54.472,8
1875,cup0048.jpg,120.34,98.006,42.4,54.014,8
1876,cup0049.jpg,121.94,97.778,41.93,53.562,8
1877,cup0050.jpg,122.85,97.322,41.94,53.108,8
1878,cup0051.jpg,123.08,96.182,41.93,53.108,8
1879,cup0052.jpg,123.3,95.726,42.4,53.794,8
1880,cup0053.jpg,125.13,95.954,42.39,53.336,8
1881,cup0054.jpg,125.13,95.726,43.3,53.334,8
1882,cup0055.jpg,124.22,95.271,43.76,53.789,8
1883,cup0056.jpg,123.99,95.499,43.3,53.561,8
1884,cup0057.jpg,124.22,94.587,43.76,54.243,8
1885,cup0058.jpg,123.76,95.043,43.76,53.337,8
1886,cup0059.jpg,123.76,95.043,43.31,52.417,8
1887,cup0060.jpg,123.3,95.726,43.77,52.654,8
1888,cup0061.jpg,122.85,97.55,43.3,52.19,8
1889,cup0062.jpg,123.08,100.28,42.39,51.97,8
1890,cup0063.jpg,122.39,102.56,41.94,51.29,8
1891,cup0064.jpg,122.39,104.16,41.03,50.6,8
1892,cup0065.jpg,122.39,104.84,41.48,50.6,8
1893,cup0066.jpg,123.53,106.89,40.12,50.6,8
1894,cup0067.jpg,124.67,108.03,40.12,49.69,8
1895,cup0068.jpg,126.04,108.49,39.43,49.69,8
1896,cup0069.jpg,126.04,107.58,39.2,49.91,8
1897,cup0070.jpg,126.04,105.76,38.97,49,8
1898,cup0071.jpg,127.18,104.39,37.38,47.4,8
1899,cup0072.jpg,126.72,101.42,37.15,47.64,8
1900,cup0073.jpg,126.72,99.601,37.15,46.039,8
1901,cup0074.jpg,127.18,96.182,36.69,45.808,8
1902,cup0075.jpg,126.95,92.991,37.61,45.589,8
1903,cup0076.jpg,126.95,90.029,37.84,45.351,8
1904,cup0077.jpg,126.27,87.977,38.52,45.353,8
1905,cup0078.jpg,126.27,85.926,38.74,44.674,8
1906,cup0079.jpg,125.81,84.33,38.52,46.04,8
1907,cup0080.jpg,125.58,83.875,38.07,46.725,8
1908,cup0081.jpg,124.44,84.558,39.21,46.722,8
1909,cup0082.jpg,123.76,85.698,38.98,46.042,8
1910,cup0083.jpg,123.76,86.838,38.98,46.042,8
1911,cup0084.jpg,123.08,88.661,39.2,46.269,8
1912,cup0085.jpg,122.39,90.712,38.75,45.808,8
1913,cup0086.jpg,121.03,92.308,39.2,45.352,8
1914,cup0087.jpg,120.34,93.675,38.75,45.585,8
1915,cup0088.jpg,118.29,95.271,37.84,46.039,8
1916,cup0089.jpg,116.92,96.41,38.07,46.04,8
1917,cup0090.jpg,114.87,98.006,39.2,45.354,8
1918,cup0091.jpg,113.96,98.461,38.06,46.039,8
1919,cup0092.jpg,112.59,99.145,38.29,46.725,8
1920,cup0093.jpg,111.22,99.829,38.07,46.491,8
1921,cup0094.jpg,109.86,101.2,37.83,46.95,8
1922,cup0095.jpg,107.81,103.7,37.38,46.04,8
1923,cup0096.jpg,105.98,105.3,37.61,45.81,8
1924,cup0097.jpg,104.62,105.98,37.6,47.18,8
1925,cup0098.jpg,103.93,107.12,38.29,47.41,8
1926,cup0099.jpg,103.7,109.17,38.75,47.18,8
1927,cup0100.jpg,103.7,109.4,38.52,47.18,8
1928,cup0101.jpg,105.07,108.72,38.75,47.63,8
1929,cup0102.jpg,106.21,107.81,39.66,47.63,8
1930,cup0103.jpg,107.81,107.35,40.57,46.95,8
1931,cup0104.jpg,109.17,106.89,41.26,47.41,8
1932,cup0105.jpg,112.14,106.89,41.25,47.41,8
1933,cup0106.jpg,115.1,105.98,42.16,48.09,8
1934,cup0107.jpg,119.43,105.98,41.25,47.41,8
1935,cup0108.jpg,122.17,105.3,42.16,48.55,8
1936,cup0109.jpg,124.9,105.3,42.17,49,8
1937,cup0110.jpg,127.86,105.53,42.17,48.09,8
1938,cup0111.jpg,130.14,104.16,42.85,48.55,8
1939,cup0112.jpg,133.11,103.48,41.7,48.77,8
1940,cup0113.jpg,134.47,103.02,41.94,48.55,8
1941,cup0114.jpg,135.84,102.56,41.94,48.55,8
1942,cup0115.jpg,136.75,103.02,41.48,49,8
1943,cup0116.jpg,137.44,103.7,41.25,48.78,8
1944,cup0117.jpg,137.21,105.3,40.8,49,8
1945,cup0118.jpg,136.07,106.89,40.34,48.32,8
1946,cup0119.jpg,134.25,107.35,41.48,48.78,8
1947,cup0120.jpg,131.74,107.35,41.48,49.23,8
1948,cup0121.jpg,129,106.89,42.17,49.92,8
1949,cup0122.jpg,126.95,106.21,41.26,49.46,8
1950,cup0123.jpg,125.58,105.07,41.71,49.23,8
1951,cup0124.jpg,123.99,102.11,41.94,49.68,8
1952,cup0125.jpg,121.03,99.145,42.84,50.145,8
1953,cup0126.jpg,118.97,96.41,42.63,51.05,8
1954,cup0127.jpg,117.15,95.043,42.17,50.597,8
1955,cup0128.jpg,115.33,94.359,43.07,50.601,8
1956,cup0129.jpg,114.19,94.131,43.99,49.919,8
1957,cup0130.jpg,112.82,94.359,42.39,50.601,8
1958,cup0131.jpg,111,95.499,42.16,50.601,8
1959,cup0132.jpg,109.86,96.866,41.02,50.374,8
1960,cup0133.jpg,108.03,98.917,41.71,50.603,8
1961,cup0134.jpg,107.12,101.88,41.94,50.37,8
1962,cup0135.jpg,108.26,103.48,40.8,51.05,8
1963,cup0136.jpg,108.03,106.21,41.03,50.6,8
1964,cup0137.jpg,109.4,108.26,40.57,49.92,8
1965,cup0138.jpg,110.31,109.17,41.26,50.37,8
1966,cup0139.jpg,111.45,108.72,41.94,50.6,8
1967,cup0140.jpg,111.91,109.4,42.39,49.92,8
1968,cup0141.jpg,113.28,110.09,41.71,49.91,8
1969,cup0142.jpg,113.28,109.86,41.93,50.37,8
1970,cup0143.jpg,113.28,108.72,41.93,50.37,8
1971,cup0144.jpg,113.05,107.81,42.16,49.68,8
1972,cup0145.jpg,111.91,105.98,42.39,50.37,8
1973,cup0146.jpg,110.31,104.16,42.4,50.14,8
1974,cup0147.jpg,108.49,103.25,41.94,50.6,8
1975,cup0148.jpg,104.62,102.79,42.16,50.14,8
1976,cup0149.jpg,102.11,102.11,41.94,49.68,8
1977,cup0150.jpg,99.145,100.97,42.395,49.91,8
1978,cup0151.jpg,96.41,100.97,42.17,49.69,8
1979,cup0152.jpg,93.22,100.74,42.16,50.6,8
1980,cup0153.jpg,91.396,101.65,41.714,50.14,8
1981,cup0154.jpg,89.573,101.65,41.477,50.37,8
1982,cup0155.jpg,89.345,101.65,40.795,51.06,8
1983,cup0156.jpg,88.661,101.2,41.029,51.05,8
1984,cup0157.jpg,87.521,101.2,41.479,50.37,8
1985,cup0158.jpg,87.521,101.2,41.479,50.37,8
1986,cup0159.jpg,87.293,101.42,42.397,50.6,8
1987,cup0160.jpg,88.205,103.7,40.795,49.92,8
1988,cup0161.jpg,88.661,105.07,40.339,49.92,8
1989,cup0162.jpg,89.117,105.53,40.343,49.91,8
1990,cup0163.jpg,89.345,105.53,40.795,50.37,8
1991,cup0164.jpg,88.661,107.81,41.479,49.91,8
1992,cup0165.jpg,88.889,108.49,40.801,50.83,8
1993,cup0166.jpg,88.205,110.77,40.115,49.91,8
1994,cup0167.jpg,87.521,111.45,40.799,49.01,8
1995,cup0168.jpg,87.066,111.23,40.574,49,8
1996,cup0169.jpg,86.382,111.68,40.338,48.55,8
1997,cup0170.jpg,85.698,111.91,40.112,48.32,8
1998,cup0171.jpg,85.242,110.54,39.428,48.32,8
1999,cup0172.jpg,84.331,109.4,39.199,48.55,8
2000,cup0173.jpg,83.191,107.81,39.429,48.77,8
2001,cup0174.jpg,82.051,106.89,39.199,48.32,8
2002,cup0175.jpg,81.368,106.21,38.742,47.41,8
2003,cup0176.jpg,80.456,105.53,38.514,47.86,8
2004,cup0177.jpg,78.86,104.16,38.97,47.63,8
2005,cup0178.jpg,77.265,103.02,39.205,48.55,8
2006,cup0179.jpg,75.897,103.02,38.973,48.32,8
2007,cup0180.jpg,74.302,103.7,38.518,48.09,8
2008,cup0181.jpg,71.795,103.7,38.515,48.55,8
2009,cup0182.jpg,69.744,104.39,38.516,47.86,8
2010,cup0183.jpg,68.604,104.39,38.516,47.4,8
2011,cup0184.jpg,67.009,104.39,38.521,47.18,8
2012,cup0185.jpg,65.185,104.39,38.745,45.81,8
2013,cup0186.jpg,64.045,104.39,38.515,46.04,8
2014,cup0187.jpg,63.134,104.39,38.286,46.49,8
2015,cup0188.jpg,62.906,104.39,38.294,46.49,8
2016,cup0189.jpg,63.818,104.39,37.382,46.49,8
2017,cup0190.jpg,64.729,104.16,37.151,47.18,8
2018,cup0191.jpg,65.641,105.98,36.919,46.5,8
2019,cup0192.jpg,66.553,107.81,37.607,46.49,8
2020,cup0193.jpg,67.464,108.26,37.836,46.73,8
2021,cup0194.jpg,68.376,108.72,37.604,46.49,8
2022,cup0195.jpg,68.376,108.72,37.834,46.72,8
2023,cup0196.jpg,69.288,108.72,37.602,46.72,8
2024,cup0197.jpg,68.376,108.72,37.834,46.72,8
2025,cup0198.jpg,68.148,108.26,37.832,46.04,8
2026,cup0199.jpg,66.78,107.81,38.52,45.35,8
2027,cup0200.jpg,66.097,106.89,38.293,45.82,8
2028,cup0201.jpg,65.185,105.3,39.205,46.49,8
2029,cup0202.jpg,64.045,104.39,39.205,46.49,8
2030,cup0203.jpg,63.134,102.79,39.426,46.73,8
2031,cup0204.jpg,62.906,101.65,38.974,47.18,8
2032,cup0205.jpg,62.45,100.28,38.97,47.41,8
2033,cup0206.jpg,61.994,99.373,39.426,47.867,8
2034,cup0207.jpg,61.994,99.373,39.426,47.867,8
2035,cup0208.jpg,63.818,99.373,39.202,47.867,8
2036,cup0209.jpg,65.869,98.006,39.431,48.544,8
2037,cup0210.jpg,68.832,97.322,38.748,48.548,8
2038,cup0211.jpg,70.199,96.866,39.201,47.864,8
2039,cup0212.jpg,71.795,95.954,39.205,47.636,8
2040,cup0213.jpg,73.846,94.587,38.294,49.003,8
2041,cup0214.jpg,75.214,94.131,37.836,48.319,8
2042,cup0215.jpg,75.214,93.219,38.976,48.321,8
2043,cup0216.jpg,75.669,92.991,38.751,48.549,8
2044,cup0217.jpg,76.353,92.991,38.067,48.549,8
2045,cup0218.jpg,76.809,92.536,38.751,48.774,8
2046,cup0219.jpg,78.86,91.852,38.06,48.998,8
2047,cup0220.jpg,79.772,90.94,38.518,48.32,8
2048,cup0221.jpg,82.051,90.029,38.289,49.461,8
2049,cup0222.jpg,84.103,89.117,38.747,50.143,8
2050,cup0223.jpg,86.382,89.573,38.748,49.687,8
2051,cup0224.jpg,88.661,89.801,38.749,50.599,8
2052,cup0225.jpg,90.256,89.801,38.974,50.829,8
2053,cup0226.jpg,91.624,91.624,39.426,51.056,8
2054,cup0227.jpg,95.043,93.447,38.977,52.193,8
2055,cup0228.jpg,96.866,95.954,39.434,51.286,8
2056,cup0229.jpg,99.373,98.006,39.887,52.654,8
2057,cup0230.jpg,101.88,100.28,38.97,51.97,8
2058,cup0231.jpg,104.16,101.65,38.97,52.65,8
2059,cup0232.jpg,105.98,103.02,39.89,52.19,8
2060,cup0233.jpg,108.26,104.39,39.89,53.1,8
2061,cup0234.jpg,111.22,108.26,41.49,54.02,8
2062,cup0235.jpg,113.96,113.28,41.25,53.79,8
2063,cup0236.jpg,116.92,115.1,40.12,54.24,8
2064,cup0237.jpg,116.01,114.19,42.62,54.47,8
2065,cup0238.jpg,117.15,112.82,41.03,55.61,8
2066,cup0239.jpg,116.01,111.45,41.03,55.39,8
2067,cup0240.jpg,113.5,108.72,42.4,56.52,8
2068,cup0241.jpg,110.77,105.53,43.08,56.98,8
2069,cup0242.jpg,108.95,101.88,43.98,58.58,8
2070,cup0243.jpg,105.75,100.51,44.22,58.58,8
2071,cup0244.jpg,101.2,99.829,44.44,58.571,8
2072,cup0245.jpg,96.41,98.917,45.13,58.573,8
2073,cup0246.jpg,92.308,96.41,43.992,59.49,8
2074,cup0247.jpg,87.749,95.043,43.761,58.807,8
2075,cup0248.jpg,83.191,92.536,44.669,59.484,8
2076,cup0249.jpg,79.088,91.852,45.132,59.488,8
2077,cup0250.jpg,74.758,90.712,44.212,59.948,8
2078,cup0251.jpg,72.251,90.256,43.529,60.174,8
2079,cup0252.jpg,71.795,90.256,43.305,59.264,8
2080,cup0253.jpg,74.074,90.256,42.626,59.264,8
2081,cup0254.jpg,77.037,91.624,42.393,59.256,8
2082,cup0255.jpg,81.596,92.991,42.844,59.939,8
2083,cup0256.jpg,85.698,94.815,43.762,59.715,8
2084,cup0257.jpg,89.345,95.499,43.535,59.711,8
2085,cup0258.jpg,92.536,97.778,43.304,58.802,8
2086,cup0259.jpg,94.815,99.829,42.625,59.031,8
2087,cup0260.jpg,96.41,103.25,42.39,59.48,8
2088,cup0261.jpg,98.461,106.21,42.169,58.8,8
2089,cup0262.jpg,100.28,108.72,41.03,57.89,8
2090,cup0263.jpg,102.34,111,41.71,57.89,8
2091,cup0264.jpg,104.16,111.91,41.94,58.35,8
2092,cup0265.jpg,106.89,112.36,41.49,56.76,8
2093,cup0266.jpg,108.49,111.91,41.25,56.75,8
2094,cup0267.jpg,110.77,111,41.48,56.07,8
2095,cup0268.jpg,112.36,109.86,41.94,54.93,8
2096,cup0269.jpg,115.33,106.67,41.02,55.15,8
2097,cup0270.jpg,117.61,102.56,41.93,55.39,8
2098,cup0272.jpg,119.89,98.917,40.57,54.703,8
2099,cup0273.jpg,121.03,95.726,40.79,54.014,8
2100,cup0274.jpg,120.8,91.624,41.25,54.476,8
2101,cup0275.jpg,119.89,88.661,41.25,53.559,8
2102,cup0276.jpg,118.52,85.242,42.62,54.018,8
2103,cup0277.jpg,116.47,82.963,42.62,53.787,8
2104,cup0278.jpg,113.5,80,42.85,53.56,8
2105,cup0279.jpg,110.31,75.897,43.08,54.703,8
2106,cup0280.jpg,106.89,72.251,44.22,54.019,8
2107,cup0281.jpg,103.93,69.744,43.08,53.786,8
2108,cup0282.jpg,101.2,67.008,43.3,54.022,8
2109,cup0283.jpg,97.778,64.273,43.992,54.017,8
2110,cup0284.jpg,95.043,62.45,43.077,54.7,8
2111,cup0285.jpg,92.08,60.855,44.44,54.925,8
2112,cup0286.jpg,90.028,59.715,45.582,55.845,8
2113,cup0287.jpg,88.433,60.171,45.587,55.839,8
2114,cup0288.jpg,87.066,61.538,46.954,56.072,8
2115,cup0289.jpg,85.926,62.45,46.494,56.75,8
2116,cup0290.jpg,84.786,63.818,46.724,56.982,8
2117,cup0291.jpg,84.103,66.325,46.947,56.525,8
2118,cup0292.jpg,82.735,67.464,47.405,57.436,8
2119,cup0293.jpg,81.14,69.288,48.09,57.892,8
2120,cup0294.jpg,80.228,70.427,47.862,58.343,8
2121,cup0295.jpg,78.632,73.39,47.868,57.66,8
2122,cup0296.jpg,77.265,75.897,47.865,57.433,8
2123,cup0297.jpg,76.581,77.949,48.549,58.571,8
2124,cup0298.jpg,77.037,80.684,48.093,58.116,8
2125,cup0299.jpg,77.037,82.507,48.543,59.483,8
2126,cup0300.jpg,78.86,84.558,48.55,59.262,8
2127,cup0301.jpg,80.684,85.698,48.776,60.402,8
2128,cup0302.jpg,82.963,86.382,49.687,60.858,8
2129,cup0303.jpg,85.698,87.294,50.142,61.086,8
2130,cup0304.jpg,88.205,88.205,50.375,61.315,8
2131,cup0305.jpg,91.168,89.117,50.372,60.623,8
2132,cup0306.jpg,93.675,89.117,49.915,61.763,8
2133,cup0307.jpg,95.955,89.117,49.235,61.763,8
2134,cup0308.jpg,98.917,89.117,48.323,61.083,8
2135,cup0309.jpg,101.42,89.345,46.96,60.855,8
2136,cup0310.jpg,105.98,90.94,46.5,59.72,8
2137,cup0311.jpg,108.95,90.256,45.58,59.034,8
2138,cup0312.jpg,110.31,89.117,47.41,59.263,8
2139,cup0313.jpg,112.82,88.889,46.95,58.351,8
2140,cup0314.jpg,114.87,89.117,45.59,58.123,8
2141,cup0315.jpg,116.01,88.661,45.36,56.749,8
2142,cup0316.jpg,116.24,86.61,45.81,56.52,8
2143,cup0317.jpg,115.78,83.875,45.82,57.435,8
2144,cup0318.jpg,115.78,83.647,45.36,55.843,8
2145,cup0319.jpg,116.47,82.735,43.99,56.295,8
2146,cup0320.jpg,117.61,82.507,43.53,54.473,8
2147,cup0321.jpg,118.75,79.544,42.62,54.476,8
2148,cup0322.jpg,120.34,77.949,41.94,53.791,8
2149,cup0323.jpg,121.25,75.897,41.94,53.103,8
2150,cup0324.jpg,122.39,73.846,41.94,53.334,8
2151,cup0325.jpg,123.3,72.479,42.4,53.101,8
2152,cup0326.jpg,124.22,71.795,42.16,52.425,8
2153,cup0327.jpg,123.99,70.2,42.39,54.02,8
2154,cup0328.jpg,125.13,70.2,41.25,54.02,8
2155,cup0329.jpg,124.22,70.655,42.16,52.875,8
2156,cup0330.jpg,122.39,71.339,41.94,52.651,8
2157,cup0331.jpg,121.25,72.479,42.4,52.881,8
2158,cup0332.jpg,120.11,72.251,41.94,53.559,8
2159,cup0333.jpg,118.52,74.302,41.48,53.108,8
2160,cup0334.jpg,117.15,76.353,41.03,51.507,8
2161,cup0335.jpg,115.1,76.353,41.71,53.107,8
2162,cup0336.jpg,113.96,76.125,41.25,53.335,8
2163,cup0337.jpg,112.14,77.037,41.02,52.653,8
2164,cup0338.jpg,110.09,77.037,41.02,52.653,8
2165,cup0339.jpg,109.63,77.037,40.34,52.193,8
2166,cup0340.jpg,107.35,77.037,41.25,52.193,8
2167,cup0341.jpg,105.53,77.037,41.48,51.283,8
2168,cup0342.jpg,104.62,75.442,41.02,51.968,8
2169,cup0343.jpg,102.34,74.53,41.71,51.74,8
2170,cup0344.jpg,100.74,73.846,41.48,52.424,8
2171,cup0345.jpg,96.41,73.846,41.71,51.964,8
2172,cup0346.jpg,92.991,73.846,42.389,52.654,8
2173,cup0347.jpg,90.028,74.758,41.712,52.882,8
2174,cup0348.jpg,86.61,74.758,41.94,52.422,8
2175,cup0349.jpg,84.786,74.758,41.934,52.882,8
2176,cup0350.jpg,84.103,74.986,41.707,51.964,8
2177,cup0351.jpg,83.875,74.986,41.935,51.964,8
2178,cup0352.jpg,84.103,74.986,41.707,52.424,8
2179,cup0353.jpg,84.103,75.897,41.707,51.963,8
2180,cup0354.jpg,84.786,77.037,41.024,51.283,8
2181,cup0355.jpg,85.014,77.265,40.796,51.965,8
2182,cup0356.jpg,86.382,79.088,39.428,50.822,8
2183,cup0357.jpg,87.066,80,39.884,51.28,8
2184,cup0358.jpg,87.977,81.595,39.883,50.595,8
2185,cup0359.jpg,89.801,82.963,39.659,50.827,8
2186,cup0360.jpg,92.08,84.33,40.8,50.83,8
2187,cup0361.jpg,94.359,86.154,40.801,50.146,8
2188,cup0362.jpg,96.866,87.521,40.574,49.919,8
2189,cup0363.jpg,100.28,89.801,40.12,49.459,8
2190,cup0364.jpg,102.79,92.308,39.66,49.682,8
2191,cup0365.jpg,105.75,94.587,38.75,49.233,8
2192,cup0366.jpg,108.72,95.954,39.43,49.006,8
2193,cup0367.jpg,111,97.322,39.88,48.548,8
2194,cup0368.jpg,114.19,100.06,39.66,48.32,8
2195,cup0369.jpg,117.15,102.79,39.2,48.09,8
2196,cup0370.jpg,120.11,104.62,38.52,48.31,8
2197,cup0371.jpg,123.76,106.44,38.06,47.86,8
2198,cup0372.jpg,128.09,108.03,37.84,46.5,8
2199,cup0373.jpg,131.74,108.49,39.2,46.5,8
2200,cup0374.jpg,136.52,108.72,38.07,47.18,8
2201,cup0375.jpg,141.77,108.95,36.92,46.95,8
2202,cup0376.jpg,145.19,108.95,38.74,46.49,8
2203,cup0377.jpg,149.74,108.26,38.52,46.73,8
2204,cup0378.jpg,152.71,108.49,39.65,46.95,8
2205,cup0379.jpg,155.44,109.4,39.2,47.18,8
2206,cup0380.jpg,159.09,109.4,38.97,48.32,8
2207,cup0381.jpg,161.37,111.45,38.52,47.41,8
2208,cup0382.jpg,163.42,112.36,39.2,47.18,8
2209,cup0383.jpg,164.56,112.36,39.2,48.1,8
2210,cup0384.jpg,164.1,113.5,39.43,47.87,8
2211,cup0385.jpg,161.14,116.01,40.57,47.64,8
2212,cup0386.jpg,159.09,118.06,40.57,48.32,8
2213,cup0387.jpg,154.3,120.8,40.57,49,8
2214,cup0388.jpg,150.43,124.9,39.66,48.55,8
2215,cup0389.jpg,147.24,126.5,41.02,50.14,8
